instance,outcome,possessing team
50792,failed,
50793,failed,
50794,failed,
50795,failed,
50796,failed,
50797,failed,
50798,failed,
50799,failed,
50800,failed,
50801,failed,
50802,failed,
50803,failed,
50804,failed,
50805,failed,
50806,failed,
50807,failed,
50808,failed,
50809,failed,
50810,failed,
50811,failed,
50812,failed,
50813,failed,
50814,failed,
50815,failed,
50816,failed,
50817,failed,
50818,failed,
50819,failed,
50820,failed,
50821,failed,
50822,failed,
50823,failed,
50824,failed,
50825,failed,
50826,failed,
50827,failed,
50828,failed,
50829,failed,
50830,failed,
50831,failed,
50832,failed,
50833,failed,
50834,failed,
50835,failed,
50836,failed,
50837,failed,
50838,failed,
50839,failed,
50840,failed,
50841,failed,
50842,failed,
50843,failed,
50844,failed,
50845,failed,
50846,failed,
50847,failed,
50848,success,away team
50849,success,away team
50850,success,away team
50851,success,away team
50852,success,away team
50853,success,away team
50854,success,away team
50855,success,away team
50856,success,away team
50857,success,away team
50858,success,away team
50859,success,away team
50860,success,away team
50861,success,away team
50880,success,home team
50881,success,home team
50882,success,home team
50883,success,home team
50884,success,home team
50885,success,home team
50886,success,home team
50887,success,home team
50888,success,home team
50889,success,home team
50890,success,home team
50891,success,home team
50892,success,home team
50912,success,home team
50913,success,home team
50914,success,home team
50915,success,home team
50916,success,home team
50917,success,home team
50918,success,home team
50919,success,home team
50920,success,home team
50931,success,home team
50932,success,home team
50933,success,home team
50934,success,home team
50935,success,home team
50936,success,home team
50937,success,home team
50938,success,home team
50939,success,home team
50940,success,home team
50941,success,home team
50942,success,home team
50986,success,home team
50987,success,home team
50988,success,home team
50989,success,home team
51003,success,home team
51004,success,home team
51005,success,home team
51006,success,home team
51007,success,home team
51008,success,home team
51015,success,home team
51016,success,home team
51017,success,home team
51018,success,home team
51026,success,home team
51027,success,home team
51028,success,home team
51029,success,home team
51030,success,home team
51031,success,home team
51032,success,home team
51033,success,home team
51034,success,home team
51035,success,home team
51036,success,home team
51037,success,home team
51038,success,home team
51039,success,home team
51040,success,home team
51041,success,home team
51042,success,home team
51043,success,home team
51044,success,home team
51045,success,home team
51046,success,home team
51047,success,home team
51048,success,home team
51049,success,home team
51050,success,home team
51051,success,home team
51052,success,home team
51053,success,home team
